Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
,313,102,3,2.8,3.3,8.89,1,0.65
,310,100,2,2.3,2.9,8.7,1,0.59
,304,101,2,2.6,2.6,8.58,0,0.52
,309,103,3,3.4,3.4,8.83,0,0.59
,324,105,4,3.8,4.2,9.69,1,0.76
,313,104,3,3.1,3.5,8.79,1,0.65
,314,104,3,3.0,3.4,8.82,1,0.66
,311,102,2,2.8,3.0,8.65,1,0.62
,318,104,3,3.1,3.6,9.23,1,0.69
,302,100,2,2.9,2.9,8.72,0,0.48
,321,103,3,3.1,4.2,9.53,1,0.69
,306,99,2,2.0,2.5,8.41,1,0.53
,316,102,2,2.8,3.4,9.13,1,0.65
,310,101,2,2.5,2.7,8.59,1,0.61
,316,102,3,2.9,3.4,9.06,1,0.65
,304,102,3,3.4,3.5,8.92,0,0.55
,306,100,2,2.4,2.7,8.45,0,0.53
,309,104,3,3.6,3.6,9.06,0,0.6
,305,103,3,3.2,3.2,8.97,0,0.53
,307,102,2,3.0,3.2,8.69,0,0.58
,311,102,3,2.9,3.2,8.83,1,0.63
,311,101,2,2.5,2.8,8.52,1,0.61
,316,103,3,2.9,3.4,9.03,1,0.69
,304,101,2,2.8,2.9,8.55,0,0.53
,326,105,4,3.9,4.5,9.77,1,0.8
,312,104,3,3.3,3.6,8.95,0,0.63
,294,99,3,3.8,3.4,9.52,0,0.38
,307,102,3,3.1,3.4,8.99,0,0.55
,299,98,2,2.2,2.4,8.54,0,0.44
,305,102,2,3.1,3.3,8.73,0,0.56
,308,111,5,4.8,4.8,9.77,0,0.56
,322,106,4,3.7,4.3,9.59,1,0.72
,296,105,4,4.8,4.6,9.81,0,0.41
,311,104,3,3.1,3.4,8.85,0,0.62
,317,103,3,3.0,3.5,9.14,1,0.68
,328,108,4,4.1,4.5,9.72,1,0.84
,309,102,2,2.6,3.0,8.43,1,0.58
,300,102,3,3.8,3.5,9.24,0,0.45
,321,101,3,2.9,4.0,9.6,1,0.67
,306,102,3,3.2,3.3,8.82,0,0.54
,309,102,2,2.9,3.1,8.52,0,0.6
,330,109,5,4.1,4.7,9.77,1,0.87
,317,109,4,4.3,4.3,9.38,0,0.72
,307,101,2,2.7,3.0,8.53,0,0.58
,321,105,3,3.4,3.7,9.35,1,0.72
,315,103,3,3.0,3.6,9.0,1,0.65
,309,103,3,3.2,3.5,8.93,0,0.6
,300,96,1,1.7,2.0,8.08,1,0.46
,321,105,3,3.4,4.0,9.42,1,0.72
,309,100,2,2.2,2.8,8.49,1,0.58
,317,106,4,3.5,3.7,9.06,1,0.71
,296,101,3,4.1,3.7,9.55,0,0.4
,308,102,3,3.2,3.4,8.89,0,0.58
,335,112,5,4.7,4.8,9.88,1,0.91
,307,100,2,2.4,2.7,8.49,1,0.56
,316,104,3,3.2,3.5,8.93,1,0.7
,304,99,2,2.1,2.4,8.2,0,0.53
,314,105,3,3.5,3.7,9.02,0,0.63
,316,105,3,3.4,3.8,9.11,1,0.7
,304,103,3,3.5,3.4,8.99,0,0.54
,303,101,2,2.9,2.9,8.56,0,0.52
,319,104,3,3.3,3.9,9.41,1,0.73
,311,99,2,2.2,3.0,8.63,1,0.59
,328,108,4,4.1,4.3,9.72,1,0.81
,314,105,3,3.5,3.5,9.14,1,0.67
,313,100,3,2.8,3.6,9.23,1,0.63
,297,101,3,3.9,3.5,9.42,0,0.42
,308,99,2,2.6,3.3,8.85,1,0.57
,306,102,3,3.0,3.1,8.67,0,0.55
,322,101,3,3.2,4.0,9.67,1,0.7
,308,101,2,2.4,2.8,8.62,1,0.58
,325,105,4,3.8,4.4,9.65,1,0.8
,328,108,4,4.4,4.7,9.78,1,0.86
,316,103,3,3.1,3.6,9.13,1,0.69
,306,101,2,2.7,3.0,8.54,0,0.57
,297,98,2,2.6,2.5,8.73,0,0.42
,315,104,3,3.1,3.5,8.99,1,0.65
,334,110,5,4.6,4.8,9.89,1,0.9
,306,103,3,3.3,3.3,8.88,0,0.55
,297,99,2,3.0,2.7,8.84,0,0.43
,301,99,2,2.8,2.9,8.65,0,0.49
,313,105,3,3.4,3.8,8.9,1,0.66
,340,114,5,5.0,5.0,9.92,1,0.96
,320,105,4,3.5,3.9,9.37,1,0.72
,334,110,5,4.6,4.8,9.88,1,0.89
,300,103,4,4.4,4.2,9.51,0,0.45
,300,107,4,4.7,4.4,9.73,0,0.45
,310,101,2,2.5,3.0,8.49,1,0.59
,315,99,2,2.5,3.5,9.32,1,0.6
,317,103,3,3.3,3.9,9.36,1,0.69
,326,109,4,4.3,4.4,9.67,1,0.83
,324,106,4,3.6,4.2,9.56,1,0.76
,317,105,3,3.5,4.0,9.19,1,0.72
,312,100,2,2.6,3.4,9.05,1,0.61
,305,102,3,3.1,3.1,8.72,0,0.53
,309,101,2,2.4,3.2,9.01,1,0.57
,315,102,3,2.8,3.7,9.32,1,0.65
,315,103,3,3.0,3.6,9.05,1,0.65
,323,105,4,3.5,4.0,9.43,1,0.76
,322,107,4,3.7,4.1,9.4,1,0.75
,295,107,5,4.9,4.8,9.86,0,0.4
,314,104,3,3.1,3.4,8.93,1,0.67
,305,102,2,2.9,3.0,8.67,0,0.54
,314,104,3,3.3,3.6,8.89,1,0.67
,308,102,3,3.1,3.3,8.96,0,0.58
,305,111,5,4.9,4.8,9.81,0,0.53
,299,99,2,2.7,2.7,8.64,0,0.48
,312,104,4,3.6,3.7,9.12,0,0.66
,295,101,3,4.3,3.8,9.64,0,0.39
,303,99,2,2.2,2.4,8.21,0,0.51
,317,105,3,3.3,3.6,8.96,1,0.7
,303,98,1,1.9,2.2,8.18,1,0.5
,319,100,2,2.9,3.9,9.6,1,0.69
,306,102,3,3.1,3.1,8.74,0,0.56
,300,106,4,4.6,4.4,9.67,0,0.47
,312,102,2,2.7,3.0,8.76,1,0.62
,326,107,4,3.9,4.4,9.63,1,0.79
,305,102,2,2.8,2.9,8.58,0,0.55
,336,110,5,4.7,4.9,9.9,1,0.91
,329,102,4,4.0,4.7,9.88,1,0.77
,317,101,2,2.9,3.6,9.45,1,0.65
,302,103,3,3.8,3.6,9.14,0,0.5
,319,106,3,3.4,3.8,9.2,1,0.72
,318,104,3,3.5,3.9,9.41,1,0.71
,297,103,4,4.5,4.2,9.7,0,0.41
,322,107,4,4.0,4.1,9.45,1,0.77
,315,102,2,2.7,3.4,8.96,1,0.62
,300,100,2,2.9,2.8,8.79,0,0.46
,331,104,4,4.3,4.8,9.89,1,0.84
,311,102,2,2.9,3.1,8.56,1,0.63
,331,110,5,4.2,4.6,9.76,1,0.87
,311,108,4,4.3,4.3,9.33,0,0.63
,314,100,2,2.6,3.4,9.14,1,0.61
,322,106,4,3.6,4.0,9.52,1,0.71
,315,102,3,2.9,3.7,9.21,1,0.64
,329,104,4,4.0,4.6,9.85,1,0.79
,333,109,5,4.4,4.7,9.84,1,0.86
,292,94,1,1.8,1.6,8.49,0,0.36
,309,101,2,2.4,2.7,8.36,1,0.59
,319,105,3,3.2,3.6,9.05,1,0.7
,319,104,3,3.2,3.9,9.26,1,0.7
,317,103,3,3.2,3.8,9.24,1,0.71
,315,101,3,2.8,3.4,9.06,1,0.64
,297,95,1,1.5,1.6,7.64,0,0.43
,305,98,1,1.7,2.3,8.28,1,0.51
,307,102,2,2.7,3.1,8.66,0,0.55
,311,102,3,2.9,3.1,8.77,1,0.65
,300,108,5,4.9,4.8,9.82,0,0.44
,311,103,3,3.1,3.5,8.91,1,0.63
,305,97,1,1.9,2.5,8.63,1,0.52
,304,101,3,3.1,3.1,8.76,0,0.51
,297,97,2,2.0,2.1,8.22,0,0.43
,308,100,2,2.2,2.6,8.38,1,0.56
,322,107,4,4.0,4.3,9.48,1,0.8
,302,100,2,2.9,2.9,8.69,0,0.5
,331,107,4,4.1,4.7,9.82,1,0.83
,308,105,4,3.9,3.9,9.21,0,0.59
,310,98,2,2.0,3.0,9.03,1,0.52
,300,101,3,3.8,3.5,9.27,0,0.45
,305,101,2,2.6,2.9,8.58,0,0.54
,327,104,3,3.4,4.3,9.69,1,0.75
,299,99,2,2.7,2.6,8.82,0,0.44
,303,102,3,3.5,3.4,9.0,0,0.52
,316,103,3,3.2,3.7,9.18,1,0.68
,295,104,4,4.8,4.6,9.83,0,0.39
,312,110,5,4.7,4.5,9.69,0,0.63
,308,100,2,2.5,2.9,8.66,1,0.58
,307,100,2,2.1,2.7,8.48,1,0.55
,313,103,3,3.1,3.3,8.87,1,0.65
,328,104,4,3.8,4.5,9.76,1,0.79
,305,100,2,2.4,2.6,8.37,0,0.53
,308,98,2,2.0,2.8,8.71,1,0.54
,301,100,2,2.5,2.6,8.52,0,0.48
,303,108,4,4.6,4.6,9.68,0,0.5
,311,106,4,4.1,4.0,9.27,0,0.59
,321,99,2,2.7,4.1,9.64,1,0.66
,322,107,4,3.6,4.1,9.44,1,0.77
,303,98,2,2.3,2.4,8.46,0,0.5
,296,98,2,2.9,2.7,8.94,0,0.41
,337,112,5,4.8,4.9,9.91,1,0.92
,329,111,5,4.6,4.6,9.7,1,0.86
,324,109,4,3.9,4.2,9.45,1,0.8
,325,103,3,3.3,4.4,9.73,1,0.73
,325,105,3,3.6,4.2,9.62,1,0.79
,307,100,2,2.3,2.6,8.3,1,0.56
,308,101,2,2.3,3.0,8.43,1,0.58
,295,97,2,2.5,2.2,8.77,0,0.4
,317,101,3,2.8,3.9,9.49,1,0.64
,318,104,4,3.5,3.8,9.39,1,0.7
,302,99,2,2.5,2.6,8.49,0,0.49
,310,103,3,3.2,3.3,9.03,0,0.58
,309,100,2,2.2,2.5,8.3,1,0.58
,296,100,3,4.0,3.6,9.44,0,0.41
,339,115,5,4.9,5.0,9.92,1,0.96
,305,97,1,1.8,2.2,8.25,1,0.51
,301,100,3,3.0,3.0,8.91,0,0.48
,309,99,2,2.1,2.6,8.45,1,0.58
,329,108,4,4.1,4.6,9.75,1,0.81
,296,99,2,3.4,3.0,9.19,0,0.41
,316,103,3,3.1,3.5,9.04,1,0.69
,296,98,2,2.6,2.5,8.85,0,0.41
,323,104,3,3.5,4.2,9.67,1,0.72
,312,102,3,2.8,3.2,8.84,1,0.64
,299,96,1,1.8,2.0,8.34,0,0.43
,320,106,3,3.5,4.0,9.38,1,0.73
,309,98,2,2.0,2.6,8.57,1,0.54
,331,108,5,4.3,4.7,9.83,1,0.86
,305,102,2,3.1,3.1,8.62,0,0.55
,325,105,4,3.6,4.3,9.65,1,0.76
,324,103,3,3.6,4.4,9.71,1,0.76
,313,103,3,2.8,3.3,8.72,1,0.65
,330,109,4,4.3,4.6,9.78,1,0.82
,313,105,3,3.3,3.4,8.82,0,0.64
,311,103,3,2.9,3.2,8.66,0,0.62
,300,100,2,2.9,2.7,8.68,0,0.47
,302,102,3,3.8,3.6,9.15,0,0.48
,321,105,4,3.6,4.0,9.49,1,0.73
,315,102,2,2.8,3.3,8.85,1,0.67
,316,103,3,3.1,3.3,9.23,1,0.68
,297,102,3,4.2,3.9,9.5,0,0.43
,302,96,1,1.7,2.1,8.26,1,0.49
,323,107,4,3.8,4.2,9.44,1,0.77
,301,100,2,2.8,2.8,8.67,0,0.48
,313,103,3,2.9,3.4,8.88,1,0.64
,303,103,3,3.7,3.5,9.13,0,0.51
,320,102,3,3.1,4.0,9.52,1,0.69
,301,100,2,2.9,2.9,8.83,0,0.47
,300,101,3,3.2,3.0,8.89,0,0.47
,316,103,3,3.1,3.5,9.0,1,0.67
,312,102,2,2.7,3.2,8.73,1,0.64
,323,106,4,3.9,4.1,9.57,1,0.75
,315,103,3,3.0,3.5,9.15,1,0.66
,307,104,3,3.4,3.5,8.94,0,0.57
,319,103,3,3.5,4.0,9.5,1,0.69
,297,97,1,2.0,2.2,8.24,0,0.43
,300,100,2,3.1,3.0,8.99,0,0.46
,319,105,3,3.6,4.0,9.31,1,0.71
,305,103,3,3.4,3.3,8.98,0,0.52
,316,102,3,2.8,3.5,9.26,1,0.65
,318,102,3,3.1,3.9,9.46,1,0.68
,299,103,4,4.3,4.0,9.51,0,0.46
,313,102,2,2.8,3.3,8.84,1,0.64
,305,99,2,2.0,2.4,8.17,1,0.53
,331,109,5,4.4,4.7,9.8,1,0.86
,300,100,2,2.9,2.9,8.84,0,0.47
,321,104,3,3.4,4.0,9.5,1,0.71
,322,104,3,3.4,3.9,9.5,1,0.72
,322,102,3,3.2,4.4,9.68,1,0.68
,303,96,1,1.6,2.3,8.34,1,0.48
,294,95,1,1.5,1.6,8.09,0,0.38
,295,100,3,4.2,3.8,9.6,0,0.39
,314,105,3,3.5,3.6,9.0,1,0.67
,311,99,2,2.3,3.3,9.01,1,0.61
,298,98,2,2.3,2.3,8.48,0,0.43
,307,102,3,3.3,3.3,8.86,0,0.58
,322,104,3,3.4,4.0,9.46,1,0.74
,312,105,3,3.6,3.6,9.05,1,0.67
,303,99,2,2.4,2.6,8.72,0,0.48
,304,98,1,1.9,2.2,8.24,1,0.51
,309,103,3,3.4,3.6,9.08,0,0.6
,316,107,4,3.9,3.9,9.18,0,0.69
,307,100,2,2.3,2.6,8.36,1,0.54
,312,101,2,2.5,3.1,8.87,1,0.61
,308,103,3,3.3,3.3,8.87,0,0.59
,315,103,3,3.0,3.3,8.9,1,0.67
,337,112,5,4.8,4.9,9.91,1,0.94
,314,105,3,3.4,3.6,9.0,1,0.66
,312,102,3,2.8,3.2,8.67,1,0.63
,309,101,2,2.3,2.8,8.47,1,0.57
,305,103,3,3.6,3.6,9.02,0,0.53
,304,111,5,4.9,4.8,9.81,0,0.53
,304,106,4,4.6,4.5,9.61,0,0.51
,300,98,2,2.0,2.1,8.13,0,0.46
,311,99,2,2.4,2.8,8.76,1,0.58
,327,108,4,3.9,4.3,9.59,1,0.81
,328,108,4,4.2,4.6,9.8,1,0.83
,316,103,2,2.9,3.5,9.13,1,0.64
,303,96,1,1.7,2.2,8.38,1,0.48
,295,102,4,4.6,4.3,9.7,0,0.4
,320,102,3,3.2,4.0,9.49,1,0.69
,302,104,4,4.3,4.1,9.45,0,0.5
,304,100,2,2.5,2.7,8.68,0,0.5
,324,102,3,3.3,4.3,9.74,1,0.71
,301,102,3,3.6,3.5,9.15,0,0.49
,305,99,2,2.0,2.5,8.34,1,0.52
,315,103,2,2.9,3.3,9.02,1,0.64
,306,103,3,3.4,3.5,9.03,0,0.54
,320,103,3,3.3,4.1,9.58,1,0.71
,316,100,2,2.8,3.6,9.34,1,0.61
,300,100,2,3.0,2.8,8.97,0,0.46
,318,104,3,3.4,3.8,9.3,1,0.7
,320,105,3,3.5,3.8,9.4,1,0.74
,316,102,3,2.9,3.5,9.12,1,0.67
,339,111,5,4.9,5.0,9.92,1,0.95
,317,106,3,3.4,3.7,9.11,1,0.7
,317,102,3,3.2,3.7,9.37,1,0.66
,312,102,2,2.7,3.1,8.57,1,0.62
,301,98,2,2.2,2.3,8.27,0,0.47
,300,102,3,3.9,3.7,9.32,0,0.45
,306,112,5,4.9,4.9,9.84,0,0.53
,312,104,3,3.2,3.5,8.79,1,0.65
,333,110,5,4.6,4.8,9.87,1,0.89
,312,101,3,2.8,3.4,9.08,1,0.62
,307,105,4,4.1,4.2,9.38,0,0.58
,318,100,3,2.9,3.9,9.54,1,0.64
,301,100,2,3.2,3.0,9.02,0,0.47
,317,102,3,3.0,3.7,9.3,1,0.66
,307,101,2,2.9,3.0,8.78,0,0.57
,326,99,3,3.3,4.6,9.85,1,0.73
,311,101,2,2.5,3.0,8.58,1,0.6
,302,108,5,4.8,4.7,9.77,0,0.49
,314,104,3,3.0,3.5,8.92,1,0.66
,298,100,3,3.8,3.6,9.37,0,0.43
,312,114,5,4.9,4.9,9.8,0,0.65
,328,107,4,4.2,4.4,9.78,1,0.84
,316,103,3,2.9,3.6,9.14,1,0.68
,306,103,3,3.5,3.5,9.03,0,0.56
,302,99,2,2.6,3.0,8.8,0,0.49
,319,103,3,3.3,3.6,9.28,1,0.69
,302,102,3,3.3,3.2,9.07,0,0.48
,321,103,3,3.3,4.0,9.56,1,0.72
,312,102,2,2.5,3.0,8.63,1,0.61
,317,107,4,4.0,4.0,9.25,1,0.73
,327,106,4,3.9,4.5,9.73,1,0.84
,306,101,2,2.8,3.0,8.68,0,0.55
,327,112,5,4.6,4.7,9.69,1,0.85
,333,110,5,4.4,4.7,9.85,1,0.88
,305,102,3,3.4,3.7,9.05,0,0.54
,305,103,3,3.3,3.3,8.87,0,0.54
,300,99,2,2.9,2.8,8.84,0,0.47
,310,102,2,2.6,2.9,8.45,1,0.61
,304,96,1,1.7,2.8,8.57,1,0.47
,326,103,4,3.6,4.6,9.8,1,0.78
,312,102,2,2.6,3.1,8.74,1,0.62
,312,103,2,2.6,3.1,8.56,1,0.62
,329,108,4,4.2,4.6,9.78,1,0.83
,298,99,2,3.2,2.9,8.85,0,0.45
,300,100,2,2.9,2.9,8.85,0,0.46
,332,107,4,4.5,4.7,9.87,1,0.86
,337,114,5,4.9,4.9,9.91,1,0.94
,292,99,4,4.7,4.3,9.84,0,0.36
,310,102,2,2.7,2.9,8.63,0,0.59
,303,102,3,3.6,3.5,9.06,0,0.51
,305,99,2,2.1,2.6,8.34,1,0.54
,324,106,4,3.8,4.1,9.55,1,0.76
,318,103,3,3.2,3.9,9.36,1,0.67
,297,96,1,1.7,1.9,8.04,0,0.42
,311,100,2,2.3,3.1,8.65,1,0.6
,309,109,4,4.4,4.3,9.46,0,0.59
,306,101,2,2.7,2.9,8.75,0,0.54
,308,101,2,2.8,2.9,8.71,0,0.56
,292,95,1,2.9,2.3,9.32,0,0.35
,304,98,2,2.0,2.4,8.44,0,0.5
,304,100,2,2.5,2.6,8.59,0,0.51
,297,97,1,2.0,2.1,8.32,0,0.42
,324,109,4,4.4,4.5,9.62,1,0.8
,307,98,2,2.1,2.7,8.75,1,0.53
,316,103,3,3.1,3.7,9.2,1,0.66
,303,101,2,2.6,2.6,8.41,0,0.52
,323,108,4,4.2,4.3,9.47,1,0.76
,299,105,4,4.6,4.5,9.73,0,0.43
,304,102,3,3.6,3.6,9.19,0,0.5
,297,102,3,4.2,3.7,9.51,0,0.43
,315,101,2,2.8,3.6,9.24,1,0.64
,312,103,3,3.0,3.2,8.9,1,0.63
,296,96,1,1.9,1.9,8.31,0,0.4
,314,100,2,2.7,3.5,9.09,1,0.63
,314,101,3,2.6,3.5,9.05,1,0.61
,310,102,2,2.6,3.0,8.52,1,0.6
,319,103,3,3.3,4.0,9.5,1,0.71
,299,104,4,4.5,4.3,9.68,0,0.44
,292,94,1,2.6,2.1,9.17,0,0.35
,298,96,1,1.6,1.8,7.94,0,0.43
,329,104,4,3.9,4.6,9.84,1,0.82
,327,106,4,4.0,4.6,9.76,1,0.81
,305,101,2,2.9,3.0,8.57,0,0.54
,312,101,2,2.6,3.3,8.86,1,0.63
,304,100,2,2.3,2.5,8.35,0,0.52
,309,108,4,4.3,4.2,9.39,0,0.59
,306,100,2,2.7,3.0,8.51,0,0.56
,309,104,4,3.8,3.8,9.31,0,0.59
,309,107,4,4.3,4.3,9.51,0,0.62
,298,103,4,4.4,4.1,9.62,0,0.43
,303,98,1,1.8,2.0,8.1,1,0.49
,315,105,3,3.2,3.4,8.79,1,0.66
,296,95,1,1.4,1.5,7.63,0,0.41
,334,106,5,4.3,4.8,9.9,1,0.87
,307,99,2,2.1,2.3,8.39,1,0.55
,321,105,4,3.5,3.9,9.36,1,0.75
,294,96,2,3.0,2.6,9.08,0,0.38
,321,106,4,3.5,3.7,9.36,1,0.74
,319,104,3,3.4,3.9,9.29,1,0.71
,324,110,4,4.3,4.4,9.54,1,0.8
,312,102,2,2.7,3.0,8.57,1,0.62
,295,96,1,2.0,2.0,8.31,0,0.4
,317,105,3,3.4,3.7,9.03,1,0.71
,323,103,3,3.5,4.2,9.63,1,0.74
,300,99,2,2.8,2.8,8.73,0,0.47
,300,104,4,4.4,4.1,9.54,0,0.47
,295,105,4,4.9,4.7,9.86,0,0.38
,300,108,5,4.8,4.7,9.82,0,0.47
,304,100,2,2.8,2.8,8.61,0,0.53
,319,103,3,3.1,3.8,9.31,1,0.66
,319,105,3,3.2,3.6,9.16,1,0.7
,311,103,3,3.7,3.8,9.28,0,0.59
,327,100,4,3.7,4.7,9.86,1,0.77
,307,98,2,2.0,2.5,8.56,1,0.53
,299,101,3,3.8,3.5,9.21,0,0.45
,307,101,2,2.6,2.9,8.35,1,0.58
,321,107,4,3.9,4.1,9.38,1,0.76
,308,108,4,4.5,4.4,9.59,0,0.56
,299,103,4,4.3,4.0,9.52,0,0.46
,306,100,2,2.9,3.2,8.97,0,0.53
,305,101,3,2.9,3.0,8.85,0,0.52
,338,112,5,4.9,5.0,9.92,1,0.94
,316,105,4,3.6,4.2,9.27,1,0.72
,305,100,2,2.4,2.8,8.65,0,0.53
,298,96,1,1.9,2.0,8.06,0,0.44
,304,103,3,3.9,3.7,9.17,0,0.52
,316,102,3,3.1,3.7,9.27,1,0.68
,322,107,4,4.0,4.3,9.49,1,0.78
,316,104,3,3.2,3.8,9.13,1,0.66
,306,98,2,1.9,2.5,8.26,1,0.53
,327,108,4,4.0,4.4,9.73,1,0.81
,298,98,2,2.4,2.4,8.64,0,0.43
,314,102,2,3.0,3.5,9.16,1,0.63
,317,101,2,2.7,3.7,9.38,1,0.66
,315,103,3,3.0,3.5,9.08,1,0.66
,305,103,3,3.2,3.3,8.88,0,0.54
,300,104,4,4.4,4.1,9.53,0,0.48
,309,103,3,3.3,3.5,9.03,0,0.58
,294,97,2,3.0,2.8,9.13,0,0.39
,309,100,2,2.3,2.7,8.39,1,0.58
,303,104,3,3.9,3.7,9.24,0,0.51
,306,99,2,2.2,2.7,8.4,1,0.55
,319,106,4,3.5,4.1,9.25,1,0.73
,317,104,3,3.2,3.6,8.97,1,0.7
,310,101,2,2.6,2.9,8.56,1,0.61
,304,99,2,2.0,2.5,8.19,1,0.54
,324,105,4,3.7,4.2,9.61,1,0.75
,312,103,3,2.8,3.2,8.62,1,0.64
,313,102,3,2.9,3.4,8.88,1,0.66
,320,102,3,3.3,4.1,9.67,1,0.7
,312,103,3,2.9,3.3,8.68,1,0.65
,334,110,5,4.6,4.8,9.89,1,0.9
,319,109,4,4.1,4.1,9.29,0,0.76
,298,101,3,3.8,3.4,9.26,0,0.44
,307,111,5,4.8,4.7,9.76,0,0.55
,316,103,3,2.8,3.5,8.96,1,0.66
,310,99,2,2.0,2.7,8.74,1,0.56
,314,103,2,2.7,3.2,8.59,1,0.65
,315,100,3,2.7,3.7,9.12,1,0.63
,311,102,2,2.7,3.2,8.75,1,0.63
,297,97,2,2.6,2.6,8.87,0,0.41
,316,103,3,3.0,3.6,9.08,1,0.68
,311,103,3,3.0,3.1,8.65,0,0.63
,295,99,3,3.9,3.5,9.51,0,0.38
,309,101,2,2.5,2.8,8.68,1,0.58
,335,111,5,4.6,4.8,9.89,1,0.9
,301,101,3,3.4,3.3,9.11,0,0.47
,314,102,3,2.8,3.4,8.83,1,0.63
,324,105,4,3.7,4.5,9.7,1,0.77
,314,102,2,2.9,3.5,9.15,1,0.61
,316,106,4,3.6,3.8,9.09,1,0.7
,314,99,2,2.7,3.2,9.37,1,0.61
,320,105,4,3.5,4.0,9.4,1,0.74
,313,103,3,2.8,3.2,8.66,1,0.63
,320,105,3,3.3,3.8,9.29,1,0.73
,317,105,3,3.2,3.4,8.93,1,0.71
,314,102,2,2.7,3.1,8.69,1,0.65
,305,102,2,2.9,3.0,8.92,0,0.52
,311,106,4,3.9,3.9,9.11,0,0.63
,300,101,3,3.6,3.4,9.02,0,0.46
,319,103,3,3.2,3.7,9.36,1,0.68
,335,105,4,4.6,4.9,9.91,1,0.9
,305,103,3,3.4,3.3,8.91,0,0.53
,307,104,3,3.5,3.6,9.05,0,0.56
,300,99,2,2.8,2.9,8.68,0,0.48
,317,106,3,3.5,3.6,8.93,1,0.68
,323,102,3,3.1,4.1,9.58,1,0.72
,295,96,1,1.9,1.9,8.34,0,0.4
,318,102,3,3.1,3.7,9.37,1,0.68
,312,100,2,2.4,3.0,8.72,1,0.59
,299,97,1,2.0,2.1,8.23,0,0.46
,330,106,4,4.1,4.7,9.85,1,0.81
,333,109,5,4.3,4.8,9.86,1,0.86
,292,94,1,2.2,1.9,8.78,0,0.36
,308,100,2,2.3,2.7,8.55,1,0.58
,293,95,1,2.3,2.0,8.77,0,0.37
,308,102,2,2.9,3.1,8.84,0,0.58
,315,102,2,2.7,3.3,8.89,1,0.63
,301,106,4,4.5,4.4,9.63,0,0.49
,307,103,3,3.3,3.5,8.91,0,0.58
,337,111,5,4.8,4.9,9.92,1,0.93
,319,104,3,3.1,3.7,9.28,1,0.68
,301,100,2,2.9,2.8,8.77,0,0.47
,315,103,3,3.0,3.4,8.88,1,0.64
,316,99,2,2.7,3.5,9.52,1,0.62
,304,101,2,2.7,2.8,8.6,0,0.52
,315,101,2,2.5,3.2,8.95,1,0.62
,314,110,4,4.7,4.6,9.57,0,0.7
,322,108,4,4.2,4.3,9.48,1,0.79
,320,106,4,3.6,3.9,9.26,1,0.74
,296,105,4,4.8,4.6,9.83,0,0.4
,302,99,2,2.4,2.6,8.48,0,0.51
,314,103,3,2.9,3.4,8.88,1,0.64
,301,105,4,4.6,4.4,9.62,0,0.49
,322,105,4,3.5,4.1,9.44,1,0.74
,314,105,3,3.3,3.3,8.92,1,0.67
,332,108,4,4.4,4.7,9.84,1,0.85
,297,98,2,2.6,2.5,8.77,0,0.42
,322,108,4,4.0,4.2,9.54,1,0.77
,305,102,3,3.0,3.1,8.69,0,0.55
,315,102,2,2.6,3.3,8.95,1,0.65
,316,103,3,2.8,3.5,8.94,1,0.67
,309,102,2,2.8,3.1,8.74,1,0.57
,324,105,4,3.6,4.2,9.58,1,0.78
,308,105,3,3.7,3.5,9.0,0,0.57
,304,102,3,3.4,3.5,8.98,0,0.53
,306,102,3,3.1,3.3,8.77,0,0.55
,322,104,3,3.5,3.9,9.55,1,0.73
,306,104,4,3.9,3.9,9.29,0,0.57
,301,103,4,3.9,3.7,9.33,0,0.48
,311,104,3,3.4,3.5,8.8,0,0.6
,314,106,4,3.9,4.0,9.21,0,0.66
,316,106,4,4.0,4.2,9.44,0,0.71
,304,98,1,1.8,2.2,8.2,1,0.5
,302,100,2,2.5,2.5,8.6,0,0.48
,305,98,2,2.0,2.6,8.57,1,0.51
,315,102,3,2.8,3.4,8.98,1,0.66
,318,104,3,3.5,3.8,9.39,1,0.73
,312,103,3,3.3,3.5,8.92,0,0.65
,308,100,2,2.2,2.7,8.31,1,0.58
,305,105,4,4.4,4.2,9.47,0,0.53
,328,106,4,4.0,4.5,9.77,1,0.82
,307,104,3,3.8,3.8,9.35,0,0.54
,310,99,2,2.4,3.1,8.99,1,0.6
,293,94,1,1.5,1.6,8.24,0,0.37
,325,102,4,3.7,4.6,9.8,1,0.8
,317,103,3,2.9,3.4,8.88,1,0.68
,300,99,2,2.5,2.6,8.51,0,0.46
,333,108,4,4.4,4.7,9.87,1,0.88
,304,102,3,3.3,3.2,8.88,0,0.53
,321,105,4,3.4,4.0,9.43,1,0.74
,306,102,2,2.8,3.0,8.52,0,0.55
,314,101,2,2.6,3.5,9.04,1,0.6
,320,104,3,3.2,4.0,9.4,1,0.72
,299,109,5,4.9,4.8,9.85,0,0.43
,314,99,2,2.2,3.5,9.22,1,0.59
,320,105,3,3.4,4.0,9.4,1,0.73
,314,105,3,3.7,3.8,9.02,1,0.68
,303,100,2,2.4,2.8,8.38,0,0.51
,297,101,3,4.2,3.8,9.56,0,0.41
,305,102,3,3.2,3.2,8.89,0,0.53
,311,99,2,2.3,3.1,8.84,1,0.59
,306,102,3,3.1,3.1,8.72,0,0.57
,330,111,5,4.5,4.6,9.8,1,0.85
